complaint_id,text,category,priority,eta_days,officer_id
e3285615-4e02-40e3-811c-dd598db86f85,Power outage in sector 9,electricity,high,5,OFF_5
8c372b1a-a5ec-4b51-9017-a06f6039f420,Water leakage near road,water,medium,7,OFF_4
4f3ea18d-a16d-4dfb-a847-5e4030a787cc,Water leakage near road,water,low,2,OFF_3
83249be1-22d6-43f5-8b67-45317a8d434e,Power outage in sector 9,electricity,low,14,OFF_3
753532c6-7763-4bf1-9d4d-3cd4a3cdf013,Street light not working,electricity,medium,5,OFF_1
3787a201-f048-43a0-aa02-73b988384b21,Potholes on highway,road,high,2,OFF_1
453575f8-7741-442b-a187-db5ef42097bd,No water supply,water,high,5,OFF_5
549ff943-f321-4c17-a952-14b0213bb143,Power outage in sector 9,electricity,medium,9,OFF_1
fb4a4dce-08df-43c5-93b9-9b487b44de7f,Transformer damaged,electricity,low,6,OFF_3
710afeb1-1a2e-4abe-8b34-b339cebff924,Traffic signal broken,road,medium,11,OFF_2
e92a75d3-68ad-4f7c-86ed-ed95069587e2,Traffic signal broken,road,low,5,OFF_1
7b458f67-e526-408d-8454-072941ab55ba,Power outage in sector 9,electricity,medium,1,OFF_1
49ecd3da-41ad-4c57-90d7-e5f376714a68,Transformer damaged,electricity,medium,5,OFF_2
6bd6a37b-f97b-43fe-86b5-5e5e2c08bbeb,Water leakage near road,water,low,11,OFF_3
d4d1f647-c3ea-4060-8b09-49932b11292a,Transformer damaged,electricity,low,7,OFF_3
b953cc38-ea8f-44a7-9d9e-d000c0b9f112,No water supply,water,medium,10,OFF_5
333fb250-dd4a-4cce-9a61-07445dedebd4,Water leakage near road,water,high,3,OFF_1
462edec3-080f-4bd1-a479-366bbee3f452,Power outage in sector 9,electricity,medium,4,OFF_4
291b971f-416b-449c-be95-e553e134a17e,Traffic signal broken,road,medium,5,OFF_1
0d5dbd42-b958-4d70-9ec5-0079d3af711e,No water supply,water,high,3,OFF_1
60c478e1-0ac5-4b3b-90a1-8c31c7a7be56,Potholes on highway,road,high,5,OFF_1
84763b1d-6d4c-40b7-bc93-5fdf918b996c,Potholes on highway,road,low,1,OFF_4
933c7d55-5174-4a35-9679-1cb9fb8aefd6,Potholes on highway,road,low,13,OFF_4
f12f9e3c-cc11-4cee-9b6d-c14d0a6481a7,Potholes on highway,road,low,3,OFF_4
cf23e373-dc2c-4242-8574-a55554bb3d6b,Potholes on highway,road,high,14,OFF_4
6445dfd3-7f5b-4249-96ff-15218ad3f442,Water leakage near road,water,low,2,OFF_5
83cdb6b4-31c3-40bb-ba74-9538dd8ad8b8,No water supply,water,medium,14,OFF_3
ab3ab50b-202b-4c26-bb73-fd4cab03daa0,Power outage in sector 9,electricity,low,9,OFF_2
55af771b-10ea-47f2-ad50-9e9c8f87beb5,Road damaged after rain,road,high,11,OFF_1
62838eea-c9a2-456b-9f36-e9602ee6eb33,Road damaged after rain,road,low,8,OFF_4
a6973d91-e3cb-46ca-b3f1-5077ba8d083c,Water leakage near road,water,high,11,OFF_4
a263ea23-84ee-47d3-a591-04f0345c49d0,Road damaged after rain,road,high,10,OFF_3
7ce36131-9931-423e-8895-db419d865e1e,Traffic signal broken,road,medium,2,OFF_1
ceb22aff-a7fe-48b4-b559-f12de5c1881b,No water supply,water,high,5,OFF_5
49929ed3-dd1a-4584-9b22-8ba5889f3803,No water supply,water,high,8,OFF_2
341db4f7-d5ac-43e3-b02a-85a706032f2e,Street light not working,electricity,low,10,OFF_5
87cd405b-b90c-4502-af34-2c0877315715,Street light not working,electricity,high,5,OFF_1
4879aac2-9cc2-4b11-ad88-8a02bae12275,Transformer damaged,electricity,medium,14,OFF_1
37fd0e0d-703e-4b83-b920-84af336d338e,Street light not working,electricity,low,10,OFF_5
b4507d5e-1843-4460-8c99-7a4305e28ffc,Road damaged after rain,road,medium,11,OFF_3
4e4471e8-bd0e-4bf6-bc97-0adc0995c055,Transformer damaged,electricity,low,7,OFF_3
ae2979db-24eb-4ff8-a45a-b425a326fd70,Transformer damaged,electricity,medium,2,OFF_3
6faa94ad-7aae-48b9-9e67-2efdf534f5fd,No water supply,water,medium,1,OFF_5
bb680276-cad2-4552-8949-b5faff9bf8e1,Road damaged after rain,road,high,13,OFF_2
1e0b5b6d-cf25-4b5d-91be-0a88b88138dd,No water supply,water,low,14,OFF_1
75739e7a-d5e9-489d-a44c-b99e3659a91c,Potholes on highway,road,low,11,OFF_4
0743d8df-844f-4207-a568-d8944d5bacb4,Traffic signal broken,road,medium,6,OFF_5
e9d1b2bf-4646-4ce8-b0ba-faa423b859d0,Water leakage near road,water,high,13,OFF_3
c53f389a-071f-4f6d-bd0b-7b96354680ca,No water supply,water,high,11,OFF_3
cb9e95b6-968a-40e7-bbd7-131316d499c4,Transformer damaged,electricity,high,8,OFF_3
abcd4726-8f84-4f82-8eff-94d9fd448985,Street light not working,electricity,low,1,OFF_1
844e3c3d-31ad-47da-bd23-15eb297107fd,No water supply,water,high,2,OFF_4
73cf5d17-3230-4b6b-ae3e-9621854ca450,Street light not working,electricity,low,9,OFF_2
4b01830a-26aa-40c8-b35c-f2907eb3efd5,Traffic signal broken,road,medium,9,OFF_5
099a6025-072e-4170-8dfc-2dab2b3df792,Traffic signal broken,road,low,9,OFF_4
d246e3d0-baae-411a-91cc-0bddbce56c18,Potholes on highway,road,high,8,OFF_1
9fefe47e-56b7-41e6-b9dd-11626b8b7e4e,Road damaged after rain,road,high,5,OFF_5
2f300664-6d98-4f2f-b02b-505750112d5a,Traffic signal broken,road,low,14,OFF_5
5fd7061a-d6d7-46b3-9868-35276e32f6eb,Water leakage near road,water,medium,6,OFF_3
61f718e7-259e-4a4e-b369-473bb56c6b62,No water supply,water,high,12,OFF_3
4741eaf7-b35e-4930-83f1-d541f1e46035,Potholes on highway,road,low,4,OFF_4
86f998b1-7404-4aad-af4b-1ae42c61723a,Traffic signal broken,road,low,1,OFF_2
e941b4d9-f83b-4af1-9209-0126a8c13c75,Street light not working,electricity,high,9,OFF_2
847737ff-1965-4871-b077-1577009ea0ef,No water supply,water,medium,6,OFF_5
0186672d-f8fa-4486-87ba-c7091b367175,Dirty water coming from tap,water,medium,13,OFF_5
91d15b21-ec3b-4fce-acb5-64d91888e13d,Road damaged after rain,road,medium,13,OFF_3
23b66d4d-9a44-4822-be0e-33dcf71f2c63,Potholes on highway,road,low,10,OFF_5
b55fdac3-6fb0-4a77-a10f-1272396b540d,No water supply,water,high,13,OFF_1
27b14d26-8846-4c1f-849f-25b5f1e3f159,No water supply,water,high,5,OFF_3
d631a595-fb93-451c-a5f1-d13d8f43239b,Water leakage near road,water,medium,11,OFF_5
cbe22349-d029-4495-bfb5-927204e81308,Water leakage near road,water,low,14,OFF_3
f9abb767-ca53-4d1a-80aa-c26f6127c143,Transformer damaged,electricity,low,1,OFF_3
cea6c807-a873-4cf7-979f-3bfb2f8c0cdd,Transformer damaged,electricity,high,3,OFF_1
5beba5b6-116b-44b3-9e43-59b20f81e54f,Transformer damaged,electricity,medium,5,OFF_1
27d6e3fc-ad4f-4775-9e0b-db7dddeb9421,No water supply,water,medium,2,OFF_1
a6264e77-1ca7-4711-80f8-209cae156261,Traffic signal broken,road,medium,11,OFF_5
d95bf1ed-39fa-47ff-9f0d-457c3977931e,Street light not working,electricity,high,2,OFF_1
b881464e-fb12-43b0-aac3-52115caed953,Transformer damaged,electricity,medium,8,OFF_5
d48c8dee-3df5-4cf2-afd4-fef7db846815,Road damaged after rain,road,low,3,OFF_2
c5546652-6c6b-45fe-9e4f-e825bdc55645,Water leakage near road,water,high,14,OFF_1
dbefb30d-e82d-4e36-aff8-5c38ac372963,Power outage in sector 9,electricity,medium,10,OFF_5
3da5059a-d806-4110-9d15-fbe92cbe2b55,Water leakage near road,water,medium,2,OFF_5
cb5b80fe-3838-4352-b21b-5fdd47fcff0d,Street light not working,electricity,medium,3,OFF_2
66d01a1e-dbc3-48f5-89b7-2e126bf0ae5e,Water leakage near road,water,medium,1,OFF_5
8eb06e0e-77ef-414c-9e44-b92cebbdb747,Road damaged after rain,road,high,11,OFF_5
5e8f7f4d-cc8b-47e4-aac9-c3f936c419c9,Traffic signal broken,road,medium,2,OFF_3
3cc9b3f7-fae0-4b5b-8a57-6688cb614cac,Water leakage near road,water,high,1,OFF_5
7db860d4-7d63-4fa2-867e-355f4814a692,Road damaged after rain,road,low,6,OFF_4
f7ba2481-df09-4576-b9b8-be72c9c777ca,Dirty water coming from tap,water,medium,8,OFF_5
bfe40253-e7f6-4108-b107-e8ee8f46dd30,No water supply,water,low,15,OFF_2
efb2d846-d6e0-4eb4-b527-72166bd8c0de,Power outage in sector 9,electricity,low,13,OFF_3
ec473b73-17c1-44c0-acc0-a002fb4fe7f8,Water leakage near road,water,medium,15,OFF_1
f55cea02-187f-4914-8a4b-73173c585c99,Dirty water coming from tap,water,medium,13,OFF_2
f6db68d1-f309-4ec8-8d48-b78f3dc4405f,Street light not working,electricity,medium,6,OFF_4
fcdd766e-d292-4023-88bd-7a7d3ab53e27,Water leakage near road,water,medium,7,OFF_2
7131060b-d9a7-45ff-a347-248adfc85be1,Dirty water coming from tap,water,low,15,OFF_5
2a157587-dd4b-4c88-a669-54814cace2f2,Power outage in sector 9,electricity,medium,12,OFF_5
4bc81852-e737-4795-bb09-b3df3e24c5e8,Road damaged after rain,road,high,2,OFF_4
68f8de66-d0a4-47c0-99a3-874dd5496cde,Water leakage near road,water,low,14,OFF_3
cf84a16a-781d-44b7-8d9a-6c725ffa510d,Dirty water coming from tap,water,low,2,OFF_2
0f782b65-b0d0-45e9-89e0-bf2889b36633,Road damaged after rain,road,high,15,OFF_2
81f28dfa-3a2a-4112-84fc-e5e561205216,Water leakage near road,water,high,8,OFF_4
fe96ae22-d718-4a16-b56b-a5b9e8e09cf5,Road damaged after rain,road,low,5,OFF_2
15e64819-e6ee-4f2f-8dd6-32cd83c8a78f,Potholes on highway,road,low,7,OFF_2
87cad772-507a-42bc-be97-ef030ce7a19d,Road damaged after rain,road,low,6,OFF_3
bfad2148-a205-44c6-9574-a6053e78bd9f,No water supply,water,high,5,OFF_2
284d8d74-f88e-4c61-9b3e-0273bc8190da,Potholes on highway,road,high,11,OFF_3
c8e8a4eb-7ddd-4e77-86d5-639b6220f01d,Traffic signal broken,road,low,1,OFF_1
8b5c46bf-db66-41fe-87a3-fd376ca0f723,Road damaged after rain,road,medium,5,OFF_2
44944e75-d5bd-48a6-ae29-9ae65e6a48f8,Power outage in sector 9,electricity,medium,15,OFF_5
2188b01f-1a3a-4690-8068-98f2fca19f2b,Potholes on highway,road,medium,7,OFF_3
0534c23b-26dc-463e-a619-d3633fe12bde,Transformer damaged,electricity,medium,10,OFF_4
3d32b014-d031-4f4e-b95d-c18f96015548,Water leakage near road,water,high,3,OFF_1
ce2a59e4-3c8f-48d6-9278-635b5725bd9d,Transformer damaged,electricity,high,10,OFF_2
f8ec3129-4753-41f3-8c8a-250fefe4deab,Water leakage near road,water,medium,15,OFF_1
681341d2-286a-4153-a781-4cb38f2c79b8,Transformer damaged,electricity,low,4,OFF_1
e8150b13-9881-4a3b-98b1-1e3740afc539,No water supply,water,medium,11,OFF_5
e01e667e-be98-4126-b2f2-752fefb4bf81,Potholes on highway,road,low,14,OFF_1
932590f5-9c38-44e9-8cea-cb6ed5c73398,Traffic signal broken,road,medium,12,OFF_4
3692abe2-dec9-4517-be67-069f56db83c9,Road damaged after rain,road,low,6,OFF_3
12966a1a-d7e9-49b7-9713-cfb250b4408c,Traffic signal broken,road,high,2,OFF_1
a31ac83e-7bb7-4e37-97d4-9d013556e521,Potholes on highway,road,low,9,OFF_3
4e50cb72-a304-4307-83b2-3ad3794e1d86,No water supply,water,low,3,OFF_2
b366a879-8b0b-4c58-a484-e73894fcbb57,Street light not working,electricity,low,15,OFF_1
d868ba2d-24b1-4369-add2-7c58021a8088,Traffic signal broken,road,high,8,OFF_1
6ed0b926-1c8d-461f-87e9-a5e3fe9eb232,No water supply,water,low,3,OFF_4
3885399f-afa2-4e17-8941-314f0b9dcab7,No water supply,water,low,13,OFF_1
90ddf976-226f-40d3-b3bd-5fa0eba983a9,Potholes on highway,road,high,9,OFF_2
399db66d-17c5-47ba-aa07-1b49b1ce65ab,No water supply,water,medium,10,OFF_2
bcf1e57b-2eff-4f4b-b9e8-d010ad3811f6,Power outage in sector 9,electricity,low,1,OFF_1
75f52178-df2b-489e-905c-1525a5b051ba,Street light not working,electricity,low,3,OFF_5
90c216e7-330c-4b5b-a56a-c13e4242d8b7,Street light not working,electricity,medium,4,OFF_2
8fc516ae-f2f3-4b38-ad1e-d23337332621,No water supply,water,high,4,OFF_2
8855d3e0-79f2-4ea6-a7b5-fc9318c966c8,Water leakage near road,water,low,8,OFF_5
bd37f907-9fb1-4076-90a3-2bb9d6e129d1,Road damaged after rain,road,low,6,OFF_4
c3dbe4d4-6fb5-47e2-b60e-33f79fe9aaf6,No water supply,water,high,14,OFF_2
9a7e47b3-788b-4ac6-ade6-f5fcc5659e4b,Dirty water coming from tap,water,high,13,OFF_5
c913a79c-5723-449b-b22d-dd99f1269ee7,Traffic signal broken,road,medium,13,OFF_3
a8776d7a-815a-4062-9798-582afd2df305,Traffic signal broken,road,high,9,OFF_1
766ffff6-9932-4ca5-97c4-3f453f185de1,Dirty water coming from tap,water,medium,13,OFF_1
3fef9b2f-816b-4fa4-88ca-bafe5c25811c,Dirty water coming from tap,water,high,10,OFF_3
8a6ebc17-b6a7-4d1e-91cd-34b58cb0eb25,Water leakage near road,water,low,15,OFF_1
396ee2a7-606e-4ee3-a26b-ae35ddad6737,Potholes on highway,road,high,4,OFF_1
677292f4-424a-4e2a-bf98-6d1e2ebe7f24,Road damaged after rain,road,high,4,OFF_5
5385d1ba-47e9-4b3b-8b55-5f57c929e0b4,Potholes on highway,road,medium,15,OFF_4
42d4c54d-4ad1-475b-b158-0e49c4a9c764,Potholes on highway,road,medium,10,OFF_2
272d91d9-0829-4afb-a48d-f9a9478e3671,Transformer damaged,electricity,medium,4,OFF_2
c3c2c40e-e380-4ee1-877e-5518f426c132,No water supply,water,medium,8,OFF_5
68cd5445-0d89-4512-924c-f8ab6ccb4918,Water leakage near road,water,medium,14,OFF_4
ae032469-25d0-4030-aa1d-60c485f136fb,Street light not working,electricity,medium,13,OFF_4
71321282-9e6f-4008-a202-25ca6daed8a1,Transformer damaged,electricity,high,12,OFF_1
aa9fa85b-12df-412e-a9cd-ddaff7f6c8bd,Potholes on highway,road,medium,8,OFF_5
efaef22a-e073-4e83-a420-6242563d5a0d,Traffic signal broken,road,high,4,OFF_3
6549545a-aead-4d2d-a522-2992e95e0bff,Dirty water coming from tap,water,medium,2,OFF_2
1fce261d-f571-4843-8100-ef26a29650eb,Street light not working,electricity,high,11,OFF_1
e00ba2cb-2456-4157-89b0-7beab16a65e3,Dirty water coming from tap,water,high,11,OFF_4
7687eda7-a841-44c7-b383-4414c25a1c56,Power outage in sector 9,electricity,high,14,OFF_4
c8fdba4f-875c-4a36-b3fd-c688541419fa,Street light not working,electricity,low,1,OFF_4
a47b234c-bc05-4b4e-8ecc-8e6050199145,Water leakage near road,water,medium,1,OFF_2
57a6ef2f-7355-4993-b330-5f296a812f2c,Potholes on highway,road,medium,14,OFF_3
7944c516-6ea6-4e79-ae7c-b0d65a0b2df1,Dirty water coming from tap,water,low,1,OFF_5
267a413f-f42f-4bbe-9cf1-f885f083ad33,Road damaged after rain,road,medium,6,OFF_3
ce2d5be1-16ac-4002-b257-ca67f06e6fa3,Potholes on highway,road,medium,1,OFF_1
9ced43c2-9571-4915-9005-fc766c405bda,Transformer damaged,electricity,medium,12,OFF_3
26bd8cb5-4308-49d0-be23-83b36e21ab73,Water leakage near road,water,low,12,OFF_3
880d6417-cd7d-4b20-af85-668190c1556f,Water leakage near road,water,medium,11,OFF_5
2f04df70-59b9-486c-b04e-44b285694f16,Road damaged after rain,road,low,14,OFF_1
816658c6-36b6-4a94-926d-7a2092a8b958,Water leakage near road,water,high,2,OFF_1
463a6b4e-d6c5-4a2d-8921-c9a1e74bf936,Water leakage near road,water,low,14,OFF_4
4bcb4fca-4d0a-4f50-b35f-ffa83828e5f8,Transformer damaged,electricity,low,12,OFF_2
88ee3338-6df4-4c59-b3cf-d9a21c42f36f,Potholes on highway,road,low,8,OFF_1
c2eb9c27-1701-4d9e-96bf-972317c5d2f6,Transformer damaged,electricity,high,15,OFF_2
7d79d2d7-8fac-4965-9d71-ed46a9ae656e,Traffic signal broken,road,low,3,OFF_5
131a97e4-47f9-48e2-ac03-dbd7a2eb1508,Road damaged after rain,road,medium,13,OFF_5
fb582d24-621c-4f43-a9f8-1684bc5bc9a7,Power outage in sector 9,electricity,low,1,OFF_2
b4bcb4c5-053f-4f3f-8627-876b7f802cab,No water supply,water,medium,8,OFF_3
1c0c9a1a-2f39-4c51-a5c2-e889f6c8569e,Dirty water coming from tap,water,medium,3,OFF_4
8d7b925a-b4bb-4aaa-858d-84714e6af7a7,Water leakage near road,water,high,1,OFF_3
31fac0bb-f539-40e6-932a-4fef2888f104,Transformer damaged,electricity,high,7,OFF_1
407bed73-95f5-44bf-bcec-ddaea4d4d7fb,Dirty water coming from tap,water,medium,9,OFF_4
35305f53-49a5-4065-a91e-a752b2e7ab4b,Water leakage near road,water,low,9,OFF_2
a32fdc85-9959-4b72-9ff7-b5ab3d244815,Water leakage near road,water,low,10,OFF_3
dfae4d23-d7ef-47b6-b5c8-7a93222164ab,Dirty water coming from tap,water,low,10,OFF_5
734b2f89-f25f-4917-933f-2fc6884d5c16,Street light not working,electricity,low,4,OFF_1
db4b5b70-379f-4206-a3ee-daeddaf6d45b,Traffic signal broken,road,high,9,OFF_5
c4cabfa4-00b9-4b1b-9d72-bf8db2901843,Traffic signal broken,road,low,3,OFF_2
c98e7db3-6c9f-4727-8990-b9e9a525e357,Street light not working,electricity,medium,15,OFF_4
bae46950-2823-4577-9527-9abdfe5cb3a3,Dirty water coming from tap,water,low,2,OFF_4
986982a9-a26c-4b5e-a090-c000639ef146,Power outage in sector 9,electricity,medium,15,OFF_4
a44ed1e6-b525-4e59-a30d-56ddd1ce958a,Power outage in sector 9,electricity,low,4,OFF_3
ae2cac8f-ed75-49be-9b8a-6441a0c858e9,Street light not working,electricity,low,3,OFF_4
4cd33e55-ebf9-46b5-8988-9367b0758e38,Street light not working,electricity,high,9,OFF_2
eade861a-18b7-4db9-8cc6-56a6404ca13b,Road damaged after rain,road,medium,13,OFF_3
4de28932-b9d9-49f3-92e1-ef1292c549eb,Potholes on highway,road,high,14,OFF_5
2b7151dc-28fc-4f9c-9ba8-2966a2a81025,Road damaged after rain,road,medium,15,OFF_4
0e240dbc-0f5d-42fe-a9bd-5f4209deeb82,Power outage in sector 9,electricity,medium,4,OFF_3
09ae9824-5e17-48e4-8227-15f3ab2224ac,Traffic signal broken,road,medium,13,OFF_3
76b376c5-648d-4cf1-a8a4-3b578f8bec62,Street light not working,electricity,low,6,OFF_1
5b745e2b-33d0-40b6-9c85-f9103b6aa247,No water supply,water,medium,11,OFF_3
37d25fca-c611-4896-8b42-9dc6d514255a,Transformer damaged,electricity,high,6,OFF_2
198a661b-1cc2-480f-9220-93d9dd1ba3bc,Potholes on highway,road,medium,3,OFF_1
d288ab52-f565-490e-b95b-891224b0fb0c,Potholes on highway,road,medium,9,OFF_3
be260240-a3c3-4713-9515-61e48ef4850c,Road damaged after rain,road,medium,4,OFF_3
cf42d8c7-07dc-4b4f-a9fd-1191fe41b426,Water leakage near road,water,medium,11,OFF_4
45e7cec0-1ac0-44fb-8100-00808dd897b1,Transformer damaged,electricity,medium,3,OFF_1
dc3bbad6-8c67-4522-86bf-a58253dc6c91,Traffic signal broken,road,high,13,OFF_5
cbf9be44-539c-4fbc-8b58-306dc1a41793,Potholes on highway,road,low,6,OFF_3
fd3a28b8-905f-43ad-bc70-b0eb2c42410c,No water supply,water,medium,4,OFF_5
819b5ea1-eee9-4652-93ad-f4f72fa7825c,No water supply,water,low,6,OFF_3
c8e50a58-2aae-4afe-9c33-a5dc56800b00,Transformer damaged,electricity,medium,5,OFF_5
80da5828-6ae9-4d62-b272-ee1a8f08d3ea,Road damaged after rain,road,high,14,OFF_2
a21e0dc5-c708-4170-a323-8a2525741560,No water supply,water,low,1,OFF_5
1a7e085a-64d9-4514-9cca-69ab6de36853,No water supply,water,low,3,OFF_4
987a0d9d-96b7-487d-a923-6ea1af21c43d,Street light not working,electricity,medium,4,OFF_3
4ddbef57-17ad-442e-beca-5a67608d7f8c,Street light not working,electricity,low,14,OFF_4
a8b8d6d1-bcb1-419e-a228-5c5df7d4d476,Transformer damaged,electricity,medium,5,OFF_5
cb28003e-564b-4c94-91a4-48704e02c7b1,Transformer damaged,electricity,high,5,OFF_5
8c3adf7d-5504-4a7b-a2fb-bfebf8606999,Street light not working,electricity,low,11,OFF_1
44ee384c-abb2-4083-929a-b978e7ae0d6f,Transformer damaged,electricity,medium,13,OFF_2
5484c361-e2ab-4123-aa16-99d396acc4b3,Street light not working,electricity,high,7,OFF_3
0f530065-e084-41b2-86d3-3da4b3867688,Transformer damaged,electricity,medium,13,OFF_2
063463c1-6062-412f-8be0-b2912908fb2c,Power outage in sector 9,electricity,medium,2,OFF_3
fc7b56cd-a920-479e-bb79-5953f56950cd,Power outage in sector 9,electricity,high,9,OFF_4
e4932446-4f0c-4c30-ae13-59e48c1bea77,Potholes on highway,road,medium,5,OFF_2
e54178bc-860d-4b00-8748-60c389793be1,Potholes on highway,road,medium,13,OFF_2
e5c6e6a3-33b6-4d68-a7bf-20a9a0a15073,Road damaged after rain,road,high,3,OFF_1
2f6d3661-2a76-4e19-9c06-61e7490a1171,Road damaged after rain,road,high,1,OFF_1
049afe60-03cc-43f6-8385-bd399b4fb5bc,No water supply,water,low,1,OFF_4
bdb6eca3-6dd2-4c87-b02d-5ba7ace137de,Traffic signal broken,road,medium,1,OFF_3
ed06adc3-8655-4818-b95b-882c830f9a86,Power outage in sector 9,electricity,high,15,OFF_1
0a84bbd3-f280-4098-9a87-49dde6e2ac5f,Power outage in sector 9,electricity,medium,2,OFF_5
3375b8a5-fa9d-433b-a6cb-54bcbd0ec870,Water leakage near road,water,medium,14,OFF_5
7fec23e0-c13a-47ae-a3db-31e88b1566b7,Road damaged after rain,road,low,10,OFF_5
ca05d2e0-d8a8-4b77-bd77-262cd082344c,Street light not working,electricity,high,5,OFF_1
f8a9ace3-c0ee-413d-99f4-0bded2d1f258,Traffic signal broken,road,medium,15,OFF_2
aaacd122-69b9-48bd-b87a-de98de116442,Traffic signal broken,road,low,5,OFF_3
572b3239-62a6-4785-ba95-a9665b70aaf3,Traffic signal broken,road,medium,9,OFF_5
1d49d52b-064b-432c-9c1c-bd8a279f1efd,Power outage in sector 9,electricity,low,15,OFF_1
b5e20376-5e19-4066-b653-f209504ed40c,Dirty water coming from tap,water,medium,15,OFF_4
14d571ce-4114-4c26-8bc8-aa022b26b201,No water supply,water,low,6,OFF_4
49a8b8cc-c155-4708-b443-cf2e480355ac,Potholes on highway,road,medium,8,OFF_3
88147a89-b056-4229-8c3b-38a1dcc8f956,Street light not working,electricity,medium,8,OFF_3
90591959-151b-4151-a54d-60d19fc64e76,Transformer damaged,electricity,high,12,OFF_4
92d6938c-b5b0-414b-a13a-2e48a99ca4e7,Road damaged after rain,road,low,12,OFF_2
459e53bb-f54a-4589-b2ea-d149c7a304bc,Potholes on highway,road,medium,4,OFF_3
2494ee88-348e-40fc-a8bb-f133fe6af540,Potholes on highway,road,medium,4,OFF_2
344486d2-acee-45eb-bc24-7aec543e511b,Water leakage near road,water,high,2,OFF_1
e7c10c91-d5fa-4924-82cb-8a61940fb83b,Dirty water coming from tap,water,high,3,OFF_2
b622ac09-95cb-4af2-8d2d-651e7807f3dd,Transformer damaged,electricity,medium,1,OFF_5
7d3b6509-9878-4124-b9b1-ed81e29d027e,Water leakage near road,water,high,9,OFF_4
ff2181aa-0b7b-4e05-b48c-041931465504,Power outage in sector 9,electricity,high,12,OFF_4
11c5a204-f67d-4d5e-85a9-705e9f4e3a78,Water leakage near road,water,medium,7,OFF_1
8a4b5b7b-171e-431c-865e-25cd8efe397a,Road damaged after rain,road,low,2,OFF_5
339e5b3b-6f4a-4575-9101-57a62c4f9bab,No water supply,water,high,4,OFF_1
69275b54-cf3b-417c-9e86-406c3d078bb6,Street light not working,electricity,low,5,OFF_3
348dcd70-bd1b-49b8-9307-4a74205de2e2,Potholes on highway,road,high,5,OFF_2
ec6da9db-3249-42f0-801e-fc9d10f09693,Traffic signal broken,road,high,10,OFF_2
be34b1fa-72e7-4482-a227-6dbfd4a4e585,Road damaged after rain,road,low,14,OFF_5
42c55a5d-8fdf-4ff6-87c3-2feaca714bd9,Transformer damaged,electricity,high,11,OFF_5
8a5b28e1-8954-4133-bfed-e5f3d11882b9,Power outage in sector 9,electricity,high,13,OFF_5
9545609f-7726-4264-88f0-d6e31091f471,No water supply,water,low,10,OFF_4
40f31ec5-ad26-4dfd-99b9-8d2a62cbbe3f,Dirty water coming from tap,water,low,5,OFF_5
8999e5da-9369-45fa-96f4-7ff67c7821ac,Power outage in sector 9,electricity,medium,14,OFF_5
840ecf83-17a7-4ecb-ada5-c485600ad625,Street light not working,electricity,medium,6,OFF_4
89c04db1-7c22-4185-b25e-fdb27c22b444,Dirty water coming from tap,water,high,9,OFF_1
30de9dee-8dcc-4d54-b93a-bff1fb535e17,Power outage in sector 9,electricity,high,3,OFF_4
83cccbbf-84ac-4f22-b553-cc54af71dac4,Street light not working,electricity,medium,6,OFF_1
02994dab-e91e-48a9-8358-bb201ad7ec63,Street light not working,electricity,low,9,OFF_3
c1f664cb-77f5-483f-b415-201d1051de39,Power outage in sector 9,electricity,medium,3,OFF_1
74802395-779a-4df3-b266-e35aa96ee6e1,Power outage in sector 9,electricity,low,13,OFF_5
1e8bd457-fdcf-4aa8-b442-183c364b8b57,Dirty water coming from tap,water,high,9,OFF_4
472abd3f-cc23-4b5b-81fb-e0cd03a88fcd,Road damaged after rain,road,high,1,OFF_2
0dd0a469-29d0-4ee8-b8ed-3e59c457d6e6,Dirty water coming from tap,water,low,8,OFF_4
7a1a974c-b190-4e02-bf65-3535aa006817,Road damaged after rain,road,high,7,OFF_2
d75bf421-8451-4852-9e98-e7b40e463d4d,Power outage in sector 9,electricity,medium,7,OFF_4
3dfded7f-9878-4d15-898a-d0a21d67b9d4,Dirty water coming from tap,water,medium,14,OFF_4
fcc3f460-e8be-4a80-8774-b5e126408f7e,Water leakage near road,water,high,13,OFF_5
6ef912b1-c275-4f72-8317-33cf819c45fa,Traffic signal broken,road,medium,15,OFF_4
1c23f509-3f65-4ae8-a20b-003d821403a2,Street light not working,electricity,low,7,OFF_2
02812dcc-5a0c-4ae9-8d41-e173ff96b723,Street light not working,electricity,high,5,OFF_1
48855e70-cdb6-4a20-ae4f-7aff8bed5ced,No water supply,water,low,5,OFF_3
46c424b1-bebd-410b-bceb-5c05270492c0,No water supply,water,low,1,OFF_5
b77af9ef-781d-465e-b881-bf4e895c9935,Street light not working,electricity,low,10,OFF_3
4a2d6b1f-e257-442d-b38b-48d65b0df260,Transformer damaged,electricity,high,11,OFF_5
1fe8fe34-84f0-4d6d-bf3e-b6324d28efb2,Potholes on highway,road,medium,10,OFF_5
8d67dc1a-e0ea-48bf-b390-cde01bb1f87c,Potholes on highway,road,high,8,OFF_5
7290a657-04be-4ab0-980c-8f793e672a0c,Dirty water coming from tap,water,medium,13,OFF_5
10230f17-13a4-469e-b22e-848e5c9c9a18,Road damaged after rain,road,low,1,OFF_2
92c81929-a14c-472b-8f54-64aff81e5c84,Road damaged after rain,road,high,2,OFF_3
414919fe-a365-4cf5-b301-d524586087a8,Dirty water coming from tap,water,low,2,OFF_3
